user_id,book_id,rating
1,4,5
1,10,4
1,11,5
1,13,4
1,16,3
1,22,3
1,31,4
1,32,4
1,33,4
1,35,5
1,36,4
1,38,2
1,40,2
1,42,3
1,43,4
1,45,5
1,46,4
1,47,3
1,54,3
1,57,3
1,60,3
1,66,4
1,67,3
1,70,5
1,72,3
1,76,3
1,85,3
1,94,1
1,95,4
1,98,3
1,100,4
1,102,5
1,103,3
1,109,3
1,111,3
1,115,3
1,119,3
1,131,4
1,132,3
1,136,5
1,138,2
1,140,3
1,148,3
1,150,3
1,162,4
1,171,3
1,177,5
1,179,2
1,216,3
1,219,4
1,225,4
1,233,4
1,238,2
1,255,1
1,256,3
1,258,5
1,268,3
1,273,3
1,287,3
1,306,3
1,323,3
1,325,3
1,329,4
1,354,3
1,378,3
1,407,2
1,414,4
1,485,4
1,492,2
1,496,3
1,498,4
1,867,3
1,869,4
1,916,2
1,1041,5
1,1176,4
1,1310,4
1,1521,5
1,1644,5
1,1796,5
1,2002,5
1,2063,4
1,3406,2
1,3638,3
1,3889,3
2,26,4
2,33,4
2,260,5
2,301,5
2,315,3
2,2318,3
2,3753,5
2,8519,5
3,4,3
3,13,2
3,15,3
3,28,2
3,32,2
3,55,1
3,58,2
3,59,3
3,76,1
3,77,1
3,101,1
3,104,1
3,117,1
3,118,3
3,119,1
3,138,2
3,150,2
3,177,2
3,184,1
3,229,2
3,247,3
3,255,2
3,265,2
3,301,1
3,410,3
3,420,1
3,427,2
3,471,1
3,484,1
3,501,1
3,522,1
3,531,2
3,587,1
3,599,1
3,659,3
3,660,1
3,715,3
3,738,1
3,765,3
3,773,2
3,782,2
3,815,1
3,883,1
3,905,2
3,977,3
3,1005,2
3,1025,1
3,1068,3
3,1078,3
3,1142,1
3,1283,1
3,1378,1
3,1598,1
3,1664,2
3,1714,3
3,1928,2
3,1929,3
3,1953,1
3,2010,2
3,2190,2
3,2235,1
3,2403,2
3,2615,1
3,2963,3
3,3229,1
3,3311,3
3,3700,1
3,4290,2
3,4715,1
3,5347,1
3,5932,3
3,8492,3
3,9014,1
4,2,5
4,4,4
4,5,4
4,7,4
4,8,4
4,10,5
4,11,4
4,13,4
4,14,3
4,18,5
4,19,2
4,21,5
4,23,5
4,24,5
4,25,5
4,26,3
4,27,5
4,28,3
4,32,4
4,33,3
4,35,5
4,36,5
4,42,5
4,45,4
4,48,4
4,50,4
4,54,4
4,55,4
4,58,4
4,62,4
4,65,4
4,70,4
4,72,3
4,81,5
4,84,4
4,85,5
4,86,4
4,87,5
4,93,5
4,94,1
4,95,4
4,97,3
4,100,3
4,101,4
4,102,5
4,103,5
4,111,2
4,113,4
4,117,4
4,121,1
4,123,4
4,127,4
4,129,4
4,131,4
4,145,2
4,158,4
4,162,1
4,181,3
4,184,4
4,200,4
4,219,4
4,221,4
4,222,4
4,230,4
4,245,5
4,249,4
4,255,2
4,264,3
4,265,5
4,287,3
4,288,4
4,297,4
4,301,4
4,321,5
4,325,5
4,326,3
4,335,4
4,337,4
4,344,3
4,350,3
4,354,3
4,373,4
4,381,1
4,387,4
4,388,4
4,398,3
4,401,4
4,413,4
4,426,3
4,436,3
4,468,4
4,476,3
4,489,5
4,492,4
4,495,4
4,497,5
4,508,3
4,540,4
4,575,3
4,596,3
4,640,3
4,660,3
4,661,4
4,693,5
4,704,3
4,715,4
4,782,3
4,903,3
4,964,4
4,1037,4
4,1057,3
4,1117,3
4,1210,5
4,1237,5
4,1258,4
4,1265,4
4,1296,3
4,1301,3
4,1311,3
4,1380,5
4,1435,4
4,1733,3
4,2172,4
4,2190,4
4,3237,4
4,3273,2
4,3469,5
5,22,1
5,243,3
5,383,5
5,705,3
5,879,5
5,1573,1
6,5,3
6,8,2
6,13,5
6,25,4
6,28,5
6,32,5
6,37,4
6,48,5
6,50,5
6,55,5
6,79,4
6,83,4
7,84,4
7,89,5
7,115,4
7,116,4
7,125,5
7,126,5
7,129,4
7,154,3
7,167,4
7,184,5
7,194,4
7,205,3
7,219,5
7,238,3
7,249,4
7,255,4
7,283,4
7,322,5
7,335,5
7,373,4
7,377,4
7,400,4
7,405,4
7,408,5
7,410,3
7,416,5
7,442,5
7,481,4
7,492,4
7,510,4
7,516,5
7,534,3
7,550,4
7,585,4
7,593,3
7,612,5
7,633,4
7,696,3
7,725,5
7,729,5
7,760,5
7,770,4
7,806,3
7,838,3
7,883,4
7,936,3
7,949,4
7,953,1
7,956,5
7,1023,4
7,1053,2
7,1071,4
7,1074,5
7,1105,3
7,1117,3
7,1119,1
7,1142,4
7,1168,1
7,1199,4
7,1262,3
7,1278,3
7,1337,4
7,1362,2
7,1464,5
7,1484,5
7,1519,5
7,1525,2
7,1536,4
7,1592,2
7,1620,5
7,1641,4
7,1642,4
7,1646,3
7,1801,5
7,1873,4
7,1918,3
7,1923,4
7,1969,5
7,2045,3
7,2084,5
7,2102,4
7,2129,5
7,2189,3
7,2347,3
7,2470,3
7,2487,5
7,2491,1
7,2564,3
7,2931,4
7,2969,4
7,3111,4
7,3137,3
7,3246,4
7,3247,4
7,3314,5
7,3672,4
7,3797,2
7,3884,3
7,4138,3
7,4588,3
7,4726,4
7,6444,4
8,4,3
8,5,3
8,10,1
8,13,4
8,14,5
8,28,4
8,43,2
8,45,3
8,54,4
8,55,5
8,63,4
8,65,5
8,71,3
8,76,2
8,79,4
8,80,5
8,83,4
8,94,4
8,97,4
8,158,4
8,162,3
8,171,3
8,177,5
8,194,4
8,230,2
8,264,3
8,301,4
8,354,1
8,362,5
8,390,3
8,468,2
8,471,1
8,479,4
8,485,5
8,493,5
8,508,1
8,529,5
8,531,3
8,546,3
8,547,4
8,560,2
8,576,4
8,592,5
8,614,4
8,650,2
8,651,4
8,658,4
8,701,4
8,718,5
8,769,5
8,772,4
8,778,5
8,782,3
8,788,1
8,879,4
8,887,4
8,899,2
8,977,5
8,1041,4
8,1084,4
8,1214,5
8,1364,4
8,1432,3
8,1509,1
8,1679,2
8,1739,1
8,1797,4
8,1937,3
8,1967,3
8,2002,4
8,2187,5
8,2403,4
8,2466,4
8,2490,4
8,2584,5
8,2926,3
8,3020,5
8,3349,3
8,3377,4
8,3676,2
8,3700,4
9,1,4
9,2,4
9,3,4
9,5,5
9,9,1
9,10,5
9,11,1
9,13,5
9,14,4
9,16,2
9,17,3
9,18,5
9,20,4
9,21,3
9,22,3
9,23,3
9,24,3
9,25,5
9,26,2
9,27,4
9,28,4
9,33,3
9,38,3
9,45,4
9,46,3
9,49,4
9,52,4
9,55,4
9,56,5
9,60,5
9,75,3
9,76,4
9,78,2
9,81,1
9,97,4
9,98,3
9,101,5
9,106,3
9,108,3
9,115,4
9,119,4
9,121,5
9,122,4
9,150,3
9,171,4
9,178,4
9,179,4
9,181,5
9,186,1
9,191,4
9,212,5
9,213,2
9,217,3
9,227,2
9,238,3
9,239,4
9,256,3
9,258,5
9,264,4
9,306,3
9,317,4
9,325,2
9,326,3
9,338,3
9,344,4
9,372,4
9,380,4
9,397,3
9,407,5
9,467,4
9,471,3
9,476,2
9,483,5
9,494,2
9,550,5
9,570,5
9,572,2
9,587,4
9,596,2
9,629,1
9,658,4
9,664,4
9,766,3
9,795,4
9,815,5
9,916,2
9,941,5
9,943,5
9,955,3
9,959,1
9,963,2
9,982,4
9,1005,3
9,1031,4
9,1037,2
9,1055,4
9,1057,2
9,1063,3
9,1083,4
9,1136,5
9,1221,3
9,1231,3
9,1301,2
9,1311,2
9,1388,2
9,1407,2
9,1441,3
9,1457,1
9,1615,3
9,1642,4
9,1843,4
9,1923,4
9,1955,4
9,1986,2
9,2013,2
9,2193,2
9,3400,4
9,3417,5
9,3425,4
9,4139,5
9,4755,5
9,8676,4
10,4,5
10,5,5
10,10,5
10,11,3
10,15,5
10,16,4
10,19,5
10,25,4
10,26,3
10,33,3
10,35,4
10,37,3
10,38,5
10,40,3
10,42,4
10,45,5
10,46,4
10,63,4
10,67,3
10,83,5
10,87,5
10,98,3
10,103,5
10,104,4
10,109,3
10,127,3
10,148,3
10,155,5
10,160,3
10,161,5
10,172,2
10,186,3
10,199,4
10,212,2
10,217,4
10,233,3
10,255,3
10,258,5
10,265,5
10,287,4
10,298,3
10,325,4
10,357,4
10,391,5
10,407,5
10,413,4
10,426,1
10,467,4
10,476,4
10,494,4
10,495,3
10,516,4
10,522,5
10,572,5
10,653,5
10,658,5
10,688,2
10,704,4
10,883,4
10,1136,3
10,1158,4
10,1238,5
10,1405,4
10,1506,4
10,1845,4
10,1873,3
10,2089,2
10,2107,4
10,2163,2
10,2193,2
10,3409,5
10,3417,3
10,3638,3
10,3772,2
10,3788,3
10,4139,3
10,4298,5
10,5084,2
10,5907,4
10,9600,4
11,4,3
11,8,5
11,11,4
11,16,3
11,26,3
11,31,4
11,33,4
11,38,4
11,45,4
11,46,4
11,47,4
11,57,3
11,65,3
11,67,4
11,81,4
11,82,3
11,87,5
11,94,5
11,98,4
11,101,3
11,111,2
11,114,2
11,115,4
11,119,3
11,121,5
11,140,3
11,150,4
11,154,3
11,174,2
11,178,3
11,179,4
11,181,4
11,191,4
11,199,3
11,211,3
11,217,4
11,233,5
11,236,5
11,258,3
11,325,4
11,354,5
11,366,3
11,372,3
11,378,4
11,405,3
11,407,3
11,408,3
11,410,5
11,426,4
11,453,3
11,467,3
11,473,4
11,495,3
11,516,4
11,522,3
11,574,3
11,587,3
11,595,5
11,662,5
11,663,5
11,688,3
11,690,3
11,883,4
11,919,2
11,948,3
11,1035,3
11,1256,5
11,1315,5
11,1317,3
11,1640,2
11,1719,3
11,1806,2
11,1853,3
11,2079,4
11,2107,3
11,2117,3
11,2213,2
11,2284,2
11,2320,3
11,2534,3
11,2559,5
11,3048,4
11,3560,5
11,3703,3
11,7354,4
11,9717,4
12,677,4
12,1613,1
13,40,1
13,100,3
14,1,4
14,13,3
14,14,3
14,16,1
14,17,3
14,18,2
14,20,2
14,21,4
14,24,2
14,25,3
14,27,4
14,39,3
14,54,4
14,60,3
14,70,4
14,95,4
14,100,2
14,101,3
14,104,3
14,110,3
14,191,5
14,193,3
14,211,3
14,268,4
14,271,4
14,297,4
14,322,4
14,362,4
14,371,4
14,372,4
14,377,3
14,398,3
14,405,4
14,442,4
14,492,4
14,495,3
14,502,4
14,532,4
14,576,3
14,633,4
14,654,4
14,682,5
14,735,4
14,820,4
14,838,3
14,1060,4
14,1077,5
14,1188,1
14,1199,5
14,1392,3
14,1405,4
14,1435,3
14,1519,3
14,1582,3
14,1657,5
14,1676,4
14,1683,4
14,2084,5
14,2129,4
14,2143,4
14,3202,4
14,3338,5
14,3650,4
14,3672,4
15,2,4
15,3,5
15,4,3
15,5,4
15,8,5
15,9,3
15,10,5
15,11,5
15,13,4
15,14,4
15,18,4
15,21,3
15,24,4
15,25,5
15,26,3
15,27,4
15,31,5
15,33,5
15,36,5
15,49,5
15,52,5
15,55,4
15,65,5
15,68,5
15,71,4
15,76,5
15,87,5
15,92,4
15,100,4
15,101,5
15,115,5
15,119,5
15,148,4
15,167,5
15,171,5
15,186,4
15,223,4
15,230,4
15,241,5
15,304,5
15,306,5
15,310,5
15,326,5
15,337,5
15,344,4
15,361,3
15,417,4
15,425,4
15,432,5
15,465,4
15,471,4
15,483,5
15,484,3
15,550,4
15,635,5
15,682,4
15,688,5
15,696,4
15,709,5
15,782,4
15,795,5
15,887,3
15,918,4
15,941,4
15,943,5
15,1039,5
15,1042,4
15,1137,3
15,1144,4
15,1172,4
15,1217,5
15,1329,5
15,1378,4
15,1381,4
15,1645,4
15,1993,5
15,2051,3
15,2193,4
15,2339,5
15,2347,5
15,2620,5
15,2897,5
15,2903,4
15,3002,4
15,3340,5
15,4043,4
15,6820,4
15,9363,4
16,8,4
16,10,3
16,14,5
16,22,4
16,35,5
16,57,5
16,58,3
16,63,4
16,80,5
16,83,5
16,85,5
16,94,3
16,125,3
16,131,5
16,160,3
16,162,3
16,172,2
16,209,3
16,257,5
16,323,5
16,353,3
16,401,5
16,432,5
16,461,5
16,592,3
16,606,5
16,653,5
16,671,3
16,736,3
16,872,3
16,887,3
16,1041,4
16,1084,4
16,1113,3
16,1178,5
16,1506,4
16,1704,4
16,1741,3
16,1910,4
16,1973,3
16,2023,5
16,2024,4
16,2076,3
16,2257,3
16,2544,2
16,3126,4
16,3181,5
16,3275,5
16,3379,5
17,33,5
17,84,3
17,86,4
17,123,4
17,127,5
17,193,5
17,196,5
17,211,5
17,227,4
17,281,4
17,288,5
17,343,4
17,374,5
17,408,5
17,424,5
17,484,3
17,487,3
17,570,5
17,575,3
17,596,5
17,628,4
17,660,3
17,690,5
17,693,3
17,785,4
17,795,5
17,833,3
17,840,5
17,951,3
17,963,3
17,1037,3
17,1057,3
17,1100,5
17,1245,3
17,1564,3
17,1573,5
17,1643,4
17,1826,5
17,1972,3
17,2193,3
17,2242,4
17,2259,5
17,2465,5
17,2573,4
17,2666,3
17,3533,3
17,3560,4
17,3797,3
18,3,2
18,4,4
18,5,4
18,7,5
18,8,4
18,9,2
18,11,3
18,13,4
18,14,4
18,26,2
18,46,2
18,48,4
18,49,2
18,52,2
18,55,4
18,60,3
18,65,5
18,92,3
18,101,4
18,119,4
18,121,4
18,130,5
18,228,2
18,282,2
18,289,4
18,297,4
18,344,4
18,372,3
18,405,4
18,408,3
18,426,4
18,476,3
18,534,4
18,546,3
18,557,4
18,572,4
18,576,4
18,662,4
18,664,3
18,733,3
18,743,3
18,883,3
18,913,5
18,919,3
18,943,4
18,948,3
18,1074,4
18,1096,4
18,1102,2
18,1133,4
18,1153,4
18,1156,4
18,1176,3
18,1294,4
18,1544,4
18,1704,4
18,1923,4
18,2015,2
18,2034,3
18,2098,4
18,2172,4
18,2298,3
18,2552,4
18,2584,4
18,2615,4
18,2923,4
18,3068,4
18,3133,3
18,3202,4
18,3219,3
18,3237,4
18,3254,3
18,3551,2
18,3566,3
18,3586,4
18,3597,3
18,3600,4
18,3782,3
18,3883,3
18,4979,3
19,56,1
19,1005,3
20,775,4
20,1660,3
20,2945,2
20,3036,3
21,2,4
21,8,3
21,10,4
21,14,3
21,18,4
21,21,4
21,23,4
21,24,4
21,26,3
21,27,4
21,29,3
21,35,4
21,42,3
21,66,3
21,85,3
21,94,1
21,95,3
21,114,4
21,125,4
21,160,2
21,278,3
21,311,3
21,315,2
21,483,2
21,489,2
21,606,4
21,629,4
21,635,4
21,653,3
21,699,3
21,706,3
21,714,4
21,715,3
21,786,3
21,878,4
21,879,3
21,1113,2
21,1206,3
21,1663,3
21,1847,4
21,2902,3
21,3351,3
21,3377,4
21,3379,2
21,3676,2
22,1,3
22,3,3
22,9,2
22,35,2
22,45,5
22,46,4
22,48,5
22,62,3
22,119,4
22,167,4
22,168,5
22,176,5
22,192,4
22,232,2
22,264,2
22,284,4
22,289,5
22,349,4
22,350,5
22,367,4
22,368,2
22,408,4
22,429,5
22,441,4
22,442,4
22,450,3
22,488,2
22,598,5
22,633,5
22,666,4
22,670,4
22,687,3
22,703,5
22,739,4
22,757,5
22,815,3
22,865,3
22,891,3
22,929,4
22,951,3
22,960,4
22,982,4
22,988,4
22,1018,5
22,1124,4
22,1142,4
22,1153,3
22,1236,3
22,1246,4
22,1318,4
22,1339,4
22,1360,3
